Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,1,base,200_0.003,62.3164716,95,93.74344522,0.503328738,66.76583765,63.64952045,111.0156832,23.20563495,,article,1000_0.002,62.64812814,95,93.92881322,0.503328738,66.36605147,64.76039306,111.0156832,24.84982906,,improve,500_0.001,50.86090479,95,98.0660308,0.503328738,50.31067617,50.74858699,111.0946422,23.13204853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,2,base,1500_0.001,57.31649786,95,95.59456773,0.498440229,59.8423175,58.67164754,120.6301084,24.89671048,,article,1500_0.0035,56.90732238,95,96.08694997,0.498440229,58.23748968,58.302086,120.6301084,25.07102999,,improve,1000_0.0035,50.67521945,95,98.2142972,0.498440229,50.21918417,49.90540616,125.1628065,24.94624206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,3,base,1500_0.0025,56.20917548,95,95.29501374,0.499224852,58.9967777,58.4708268,127.4195149,16.38631011,,article,1500_0.0005,55.78474754,95,95.40250591,0.499224852,59.07099557,59.35859637,127.4195149,17.70903204,,improve,1000_0.0025,50.59081702,95,98.30615256,0.499224852,49.75755245,49.62773806,139.1748552,16.48402562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,4,base,1000_0.0015,55.34654138,95,96.68817177,0.495596568,57.52092055,56.13351173,267.9968412,16.82785642,,article,200_0.0035,53.81424713,95,96.68521234,0.495596568,55.17192588,55.55090325,267.9968412,17.45843385,,improve,1000_0.0025,50.67521945,95,98.05057322,0.495596568,50.21481872,50.33174311,275.4596205,16.94904054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,5,base,1000_0.001,58.04369045,95,94.64327612,0.500940513,60.0427564,59.56742002,160.1058657,20.7093283,,article,200_0.0005,57.65178183,95,95.20181902,0.500940513,59.75581064,59.88643446,160.1058657,20.98363385,,improve,500_0.0005,51.13099257,95,98.21147635,0.500940513,50.74446249,50.58885494,169.8368328,21.53382339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,6,base,1000_0.0005,59.17655488,95,94.89947808,0.500264671,61.77432666,60.40631705,157.0170019,24.84448943,,article,1000_0.0005,58.26884237,95,95.01757596,0.500264671,60.91331308,60.80049585,157.0170019,25.32537844,,improve,200_0.0005,50.38825118,95,98.14990717,0.500264671,49.54591378,49.75174965,139.0025897,26.00297978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,7,base,500_0.0005,55.17868557,95,96.1945936,0.496875974,56.11556006,55.42317951,78.25991058,18.87112686,,article,200_0.004,53.42805537,95,96.5490232,0.496875974,54.61640408,54.60470368,78.25991058,20.6263946,,improve,200_0.002,50.45577313,95,98.13624679,0.496875974,49.82327351,50.30709336,97.13388276,19.17805184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,8,base,200_0.0015,59.74099332,95,94.74687379,0.50066701,63.14448946,61.12461963,74.37697864,16.4938285,,article,500_0.0035,58.53510391,95,95.05256667,0.50066701,61.88459374,61.34495741,74.37697864,17.58345354,,improve,200_0.0015,51.23227549,95,98.07986751,0.50066701,50.87995091,50.61862167,82.36464429,17.21293687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,9,base,1500_0.0005,57.50325231,95,95.11686515,0.499692649,59.74687523,58.83424039,72.10991096,19.4374775,,article,200_0.002,55.99621877,95,95.97719787,0.499692649,57.46886488,57.83471591,72.10991096,19.47240059,,improve,200_0.003,50.9790682,95,98.25118163,0.499692649,50.49288512,50.29684224,88.68319201,20.62862965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird1,10,base,1000_0.0035,59.36432215,95,94.5927429,0.501074031,63.33166404,62.04318365,73.35924911,22.79931906,,article,200_0.0005,59.37887688,95,95.47659287,0.501074031,62.47099182,61.53111958,73.35924911,23.37053132,,improve,200_0.003,50.81026334,95,98.19257293,0.501074031,50.21329138,50.29114815,87.64137197,24.36168623
