Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,1,base,1000_0.0035,50.00555556,95,98.6414507,0.49059744,40.54163958,43.35203915,100.3190618,17.22296798,,article,1500_0.0005,50.01249549,95,98.521855,0.49059744,39.00639621,43.43478818,100.3190618,17.25186831,,improve,1500_0.0005,50.52365475,95,98.30755158,0.49059744,49.65737233,49.66253227,81.79392171,17.78193276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,2,base,1500_0.002,50.65054171,95,97.35046678,0.493890145,49.72237872,50.19020376,82.36470842,20.17917726,,article,200_0.0005,51.52725412,95,97.31683951,0.493890145,50.45587657,51.90311825,82.36470842,20.73876358,,improve,500_0.001,50.93896714,95,97.87305993,0.493890145,50.49287493,50.78437765,85.9859302,21.09110462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,3,base,200_0.003,55.16930902,95,95.07298608,0.499808005,57.63317684,56.92378643,83.15822339,22.86786289,,article,1000_0.004,56.18362225,95,95.4928055,0.499808005,56.36218852,57.20754545,83.15822339,22.73029152,,improve,500_0.002,51.3181654,95,98.13294553,0.499808005,50.55533449,50.276962,91.76393247,23.86564244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,4,base,500_0.004,51.64128446,95,96.72162977,0.495510079,49.56526624,51.07264045,83.31742978,24.11044355,,article,200_0.001,51.94375226,95,97.20040741,0.495510079,48.65385819,51.21940003,83.31742978,24.7616454,,improve,1500_0.0025,50.55976887,95,98.05305455,0.495510079,49.46935458,50.06508387,84.38937736,25.68766229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,5,base,1000_0.0005,53.68403756,95,97.02822864,0.494718931,52.1779744,51.63291693,82.10587335,17.80686876,,article,1000_0.0035,53.06713013,95,97.52717537,0.494718931,50.49040568,50.92610922,82.10587335,18.73870779,,improve,500_0.0015,50.65005417,95,98.1130372,0.494718931,50.07719084,50.07885784,90.7436192,19.56471771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,6,base,500_0.0015,52.02708559,95,96.80852509,0.495285598,51.97779383,52.7208193,80.95918918,19.87909715,,article,1500_0.0035,52.98124473,95,96.77929406,0.495285598,52.03803619,53.81289706,80.95918918,20.39906412,,improve,1500_0.003,50.48754063,95,98.10450748,0.495285598,49.69616013,49.86951772,84.24438047,19.95369823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,7,base,500_0.0035,52.90449019,95,97.68696843,0.493027633,50.66790658,49.89390332,80.81234717,16.6076578,,article,1500_0.0025,52.79895871,95,97.58493913,0.493027633,50.00776052,50.33767728,80.81234717,17.07632226,,improve,1000_0.004,50.34308415,95,98.22943203,0.493027633,49.50087781,49.35436194,85.47810936,18.41470568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,8,base,1500_0.0005,56.22083183,95,95.49768908,0.498693714,58.4345251,57.68962547,80.56199002,16.8659577,,article,200_0.0025,56.64768268,95,95.74705015,0.498693714,59.0484812,59.02541779,80.56199002,17.25155097,,improve,500_0.0035,50.77645359,95,97.8348108,0.498693714,50.37699412,50.66359693,84.61988997,17.32166225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,9,base,500_0.0015,57.7385759,95,95.43300659,0.4988631,60.0814253,59.33101079,82.23547363,23.92956991,,article,500_0.004,58.9084507,95,95.13811607,0.4988631,61.46611292,62.15473016,82.23547363,25.35335119,,improve,500_0.002,51.3181654,95,97.84831833,0.4988631,51.11359697,50.9615607,85.08670187,24.00844672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird5,10,base,200_0.0015,56.0698748,95,94.54981824,0.501187502,58.00692187,58.30076461,81.74855018,19.67066141,,article,1500_0.001,57.24220537,95,94.62126044,0.501187502,57.47064323,59.44364878,81.74855018,20.71287547,,improve,1000_0.0035,50.90285302,95,98.09767911,0.501187502,49.82690915,50.19934275,92.10942698,21.4795026
