Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,1,base,200_0.0005,51.01782826,95,97.69604183,0.493004418,48.4155004,49.22672832,86.43561578,18.89476424,,article,1500_0.003,50.58962511,95,97.95890016,0.493004418,48.62265694,49.5994642,86.43561578,19.05422184,,improve,1500_0.002,51.07278082,95,98.01206878,0.493004418,50.29842681,50.13369549,96.63805366,19.26212054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,2,base,200_0.0025,52.64510354,95,98.52203272,0.490900176,49.9598981,47.89176916,100.0638185,23.80392671,,article,1500_0.004,51.20185341,95,98.75153473,0.490900176,48.55547142,47.43901485,100.0638185,23.89998897,,improve,500_0.001,50.94657131,95,97.55378411,0.490900176,50.26200287,50.63436452,101.3902631,23.68709751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,3,base,1500_0.0015,53.64526481,95,96.18359972,0.496904547,53.77463656,53.99738298,78.87956452,16.51652069,,article,1500_0.0035,53.55095358,95,96.54732245,0.496904547,53.45780395,54.44598838,78.87956452,17.9280541,,improve,1000_0.0015,50.77829196,95,97.98417167,0.496904547,50.25131285,50.2680189,92.45979857,17.18284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,4,base,500_0.0005,52.83599308,95,97.15436639,0.494394178,53.02241387,52.00915378,76.71111774,18.444546,,article,1500_0.0005,52.12241855,95,97.50558449,0.494394178,51.34974524,51.5538344,76.71111774,19.94021187,,improve,1000_0.0005,51.17795541,95,97.71477847,0.494394178,50.24856955,50.32785141,88.64280248,19.09105288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,5,base,1500_0.001,55.83045389,95,95.5872212,0.498459442,56.73446922,55.94932247,77.35117984,18.4206673,,article,1000_0.003,56.87728463,95,96.14181793,0.498459442,57.47027065,56.81780129,77.35117984,18.49709639,,improve,200_0.002,51.07278082,95,97.83699675,0.498459442,50.31693967,50.33077385,85.294842,19.80281478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,6,base,1000_0.004,52.20749778,95,97.33195689,0.493937677,49.93364185,49.73152654,81.67745614,19.51696685,,article,1500_0.003,52.02255177,95,97.85602384,0.493937677,48.0724723,48.82876468,81.67745614,21.26072973,,improve,1000_0.0035,51.13588557,95,98.09331694,0.493937677,50.21658798,49.95825305,80.33224893,21.14378592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,7,base,500_0.0025,53.78742112,95,96.62245482,0.495766533,54.91690273,54.27263361,79.97979712,21.12798731,,article,200_0.0035,52.68453232,95,96.96546582,0.495766533,53.17173374,53.5379877,79.97979712,21.0637597,,improve,500_0.0015,50.8203618,95,97.85650837,0.495766533,50.32479789,50.3117829,85.86069798,22.80350511
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,8,base,200_0.001,54.0080143,95,95.66816109,0.498247843,54.88578507,55.36909559,85.45549178,18.92489451,,article,200_0.0035,54.67448464,95,96.06670266,0.498247843,55.47581452,56.32522501,85.45549178,19.41549729,,improve,200_0.004,51.0517459,95,98.06097716,0.498247843,50.0720957,49.69271472,82.46970272,19.26918979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,9,base,1000_0.002,55.56371009,95,95.70236264,0.498158485,57.53186556,56.98764931,84.00356865,18.1079722,,article,1500_0.0005,55.32988828,95,95.67965493,0.498158485,56.88241948,57.75137713,84.00356865,19.2607391,,improve,1000_0.0035,50.56794279,95,98.16872861,0.498158485,49.45495935,49.4400926,80.7103827,18.9160684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird4,10,base,1500_0.0015,51.99156734,95,97.15250686,0.494398962,52.05043706,51.51719889,74.56597137,16.33109522,,article,1000_0.0035,51.93345954,95,97.56932399,0.494398962,51.40635255,51.52548526,74.56597137,18.00648718,,improve,1000_0.0025,50.69415229,95,97.96203601,0.494398962,49.9058871,50.15745893,74.89328218,16.16876649
