Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,1,base,1000_0.0015,63.75277778,95,93.47659921,0.504041353,69.15030278,66.04309295,135.6339304,22.47633279,,article,1000_0.002,64.90277778,95,94.11010203,0.504041353,70.10803611,67.29579478,135.6339304,23.57438682,,improve,200_0.001,50.8,95,98.0834788,0.504041353,50.017925,49.69146639,142.0333023,23.03761074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,2,base,1000_0.0015,62.09861111,95,93.70293421,0.503436793,67.11861944,64.36755288,124.1831455,18.31934772,,article,1500_0.0025,62.80277778,95,94.33129068,0.503436793,67.69634722,65.42110455,124.1831455,18.22350448,,improve,1500_0.0025,50.5875,95,98.01399721,0.503436793,50.0353625,50.03219248,142.840168,19.0818455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,3,base,500_0.004,62.93611111,95,93.55093989,0.503842622,68.23432222,64.87337514,102.0447316,16.70461771,,article,1500_0.003,63.65138889,95,93.7822438,0.503842622,68.99229444,66.1306617,102.0447316,17.07179099,,improve,1500_0.0035,50.4125,95,98.02496612,0.503842622,49.79026875,50.00782523,127.3809175,16.978989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,4,base,1000_0.001,63.01111111,95,92.51259656,0.50663263,68.09266111,65.93527481,102.6360464,20.72940411,,article,500_0.004,64.36944444,95,92.86466645,0.50663263,69.76107222,68.02746956,102.6360464,20.96196091,,improve,1000_0.001,50.8,95,98.03350515,0.50663263,50.56454375,50.57806452,128.9043398,22.61229144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,5,base,1000_0.004,60.10277778,95,94.29245763,0.501868913,64.76899167,62.69685214,106.8038008,24.74424306,,article,200_0.004,61.625,95,94.21395208,0.501868913,66.74907222,65.04390466,106.8038008,25.0784425,,improve,200_0.0025,50.375,95,97.91301325,0.501868913,49.5318,50.03769508,132.6889021,25.20951449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,6,base,200_0.004,61.68611111,95,94.20942114,0.502089164,66.73847222,64.27263161,121.5355532,23.48037338,,article,200_0.002,62.68472222,95,94.18187373,0.502089164,67.85185833,65.60710275,121.5355532,24.64007497,,improve,500_0.0035,50.6875,95,98.2422619,0.502089164,50.08753125,49.79675124,126.164916,24.85034228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,7,base,1500_0.003,62.93888889,95,92.6233082,0.50633368,67.87407778,65.921032,133.088465,22.63859292,,article,500_0.0025,65.7125,95,92.70637433,0.50633368,70.73265,68.50862572,133.088465,24.02696169,,improve,1500_0.0035,50.475,95,97.86484277,0.50633368,49.1468,49.55101829,109.1735208,22.86766237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,8,base,500_0.001,62.28194444,95,94.30586568,0.501833367,66.77589167,63.85243676,123.3798964,16.2075867,,article,1500_0.0015,62.31111111,95,93.96408748,0.501833367,67.10233611,65.22808688,123.3798964,17.87496415,,improve,200_0.0005,50.3375,95,98.12451299,0.501833367,49.58618125,49.78835417,101.7527385,16.68914721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,9,base,1500_0.0025,64.06666667,95,92.47126713,0.506744321,69.83139444,67.0115835,103.3440742,21.68781376,,article,500_0.0005,64.72916667,95,92.60433679,0.506744321,70.48989722,68.20186308,103.3440742,21.99232359,,improve,500_0.001,50.7625,95,97.87070064,0.506744321,50.58910625,50.65959509,108.8058426,23.03357316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR4,10,base,1500_0.0035,64.53333333,95,91.62527368,0.50904145,70.61736667,68.53043411,97.1272223,19.90865169,,article,500_0.002,65.84444444,95,91.8315778,0.50904145,72.10435278,70.61525551,97.1272223,21.36925383,,improve,1500_0.0035,50.3875,95,98.07193676,0.50904145,49.32319375,49.62199965,119.3269756,21.21553368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,67.92021,,,,,,,,,,,69.15879167,,,,,,,,,,,49.86727125,,,
