Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,1,base,500_0.001,69.93472222,95,90.51927552,0.51207617,76.27495556,72.48050001,130.2841234,24.94459811,,article,200_0.0015,72.37083333,95,90.83862053,0.51207617,79.04279167,75.50675253,130.2841234,24.95314579,,improve,1000_0.001,50.3875,95,98.22619599,0.51207617,49.64675625,49.65392136,101.2155912,25.69763071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,2,base,1000_0.0035,67.01527778,95,92.57648204,0.506460079,72.44642778,68.37835607,101.5266252,22.12392986,,article,1000_0.0025,68.57638889,95,93.05986733,0.506460079,74.79335278,70.730715,101.5266252,22.91610179,,improve,200_0.001,50.7875,95,97.99864954,0.506460079,50.37914375,50.26555423,110.8240492,23.46811582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,3,base,1000_0.0015,65.80555556,95,93.13702834,0.504951103,71.54440833,67.87056518,102.6984334,22.47633279,,article,1000_0.002,68.74861111,95,93.2266088,0.504951103,74.80560833,71.43036932,102.6984334,23.57438682,,improve,200_0.001,50.4375,95,97.94690972,0.504951103,49.70099375,50.05206616,127.848748,23.03761074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,4,base,1000_0.0015,66.68472222,95,92.79059091,0.505882641,72.98365833,69.35120913,120.7343695,18.31934772,,article,1500_0.0025,68.53333333,95,93.21731992,0.505882641,75.09095556,71.9885814,120.7343695,18.22350448,,improve,1500_0.0025,50.5,95,98.1462141,0.505882641,49.61386875,49.72667309,120.724678,19.0818455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,5,base,500_0.004,69.04861111,95,91.16321956,0.510304883,75.47979722,71.65718342,126.18858,16.70461771,,article,1500_0.003,70.96111111,95,91.38254469,0.510304883,77.92697778,74.2060283,126.18858,17.07179099,,improve,1500_0.0035,50.8625,95,98.10084459,0.510304883,50.1461125,50.44240542,97.86706853,16.978989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,6,base,1000_0.001,69.67361111,95,90.95113453,0.510886907,76.23920278,72.39505326,98.41237044,20.72940411,,article,500_0.004,72.39722222,95,91.56059393,0.510886907,79.44081389,76.00948281,98.41237044,20.96196091,,improve,1000_0.001,50.4625,95,97.92677577,0.510886907,49.8366125,49.96847138,109.4140906,22.61229144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,7,base,1000_0.004,68.3,95,91.95704339,0.508138117,74.70248333,71.01249203,98.33105993,24.74424306,,article,200_0.004,70.00416667,95,92.52612366,0.508138117,76.82733889,73.69663672,98.33105993,25.0784425,,improve,200_0.0025,50.925,95,98.39993711,0.508138117,50.2229625,49.65528454,121.0427859,25.20951449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,8,base,200_0.004,69.19583333,95,90.70337797,0.511568508,76.05998611,72.51135089,107.9983695,23.48037338,,article,200_0.002,71.3875,95,91.21283784,0.511568508,78.7887,75.54162267,107.9983695,24.64007497,,improve,500_0.0035,51.0375,95,98.21036835,0.511568508,50.66996875,50.21849998,133.0109541,24.85034228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,9,base,1500_0.003,66.35694444,95,91.68292105,0.508884259,72.33465,69.89194263,123.7482891,22.63859292,,article,500_0.0025,68.60138889,95,92.27073927,0.508884259,74.84456389,72.4727907,123.7482891,24.02696169,,improve,1500_0.0035,50.4375,95,98.22363139,0.508884259,49.78724375,49.89208182,119.2581885,22.86766237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFAR2,10,base,500_0.001,67.77777778,95,91.49118585,0.509407453,74.15355833,70.53363724,127.1176372,16.2075867,,article,1500_0.0015,70.06388889,95,92.08738651,0.509407453,77.02118333,73.61432939,127.1176372,17.87496415,,improve,200_0.0005,50.3625,95,98.09313261,0.509407453,49.3534875,49.61653493,96.82940459,16.68914721
