Dataset Name,Cross Validation [1-10],Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme,,Algorithm Name,best temperature_magnitude,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training TIme,Inference TIme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,1,base,1500_0.0025,54.28612087,95,96.42287723,0.496283419,56.22473257,55.49315033,112.1522284,24.30847984,,article,1000_0.0005,53.07114859,95,96.41993464,0.496283419,51.21930585,53.83965054,112.1522284,25.37317973,,improve,1000_0.0005,50.68517217,95,98.0678165,0.496283419,49.51137793,50.16356763,113.9316359,24.63727541
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,2,base,1500_0.0015,54.88667526,95,96.3070022,0.496584019,55.37502538,55.34764819,103.9479024,22.42830003,,article,200_0.003,55.28356368,95,96.12468345,0.496584019,55.10592254,56.97804464,103.9479024,22.58712177,,improve,1000_0.002,50.87842586,95,98.35483385,0.496584019,49.41757217,49.08318457,111.7989702,23.03967522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,3,base,500_0.004,54.62919107,95,96.45631999,0.49619673,55.46740845,54.28573014,85.99177265,21.46751498,,article,1000_0.002,52.65523151,95,96.77803094,0.49619673,53.55021863,53.88555948,85.99177265,23.31172084,,improve,200_0.0035,50.42164441,95,98.14061255,0.49619673,49.85745179,49.85933885,97.42810822,22.83371089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,4,base,500_0.0025,61.16712345,95,93.86797854,0.502996859,65.5000039,63.00959324,101.3969929,21.32675064,,article,1000_0.004,60.53974389,95,94.63192803,0.502996859,64.03844772,62.39848969,101.3969929,23.05671354,,improve,1000_0.0015,50.56219255,95,98.32107656,0.502996859,49.48524121,49.14019351,103.3630292,21.44492469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,5,base,1000_0.003,60.38232998,95,96.54901553,0.495956608,61.52667291,57.14110766,101.2883263,21.31578447,,article,200_0.0015,58.00975248,95,97.18794778,0.495956608,59.04852815,56.11454081,101.2883263,23.11519761,,improve,1500_0.0015,50.72030921,95,98.0685839,0.495956608,49.35439712,49.2614747,103.8328593,23.01571137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,6,base,500_0.002,56.938803,95,95.78023539,0.497955146,59.07744202,57.89410703,100.5347629,21.35043156,,article,500_0.0005,56.38479347,95,95.88593284,0.497955146,57.86130241,58.45987316,100.5347629,22.2079488,,improve,200_0.002,50.26352776,95,98.34230434,0.497955146,49.59517099,49.29220052,111.0448928,23.02295803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,7,base,1000_0.003,60.0657492,95,93.94638181,0.502788141,63.41970016,62.35719156,101.5559263,24.15197202,,article,500_0.0035,58.71131413,95,94.77166127,0.502788141,60.43170922,61.3134054,101.5559263,25.09407182,,improve,500_0.0005,51.14195362,95,97.64143342,0.502788141,50.18296938,50.66854956,104.9343371,25.01887621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,8,base,200_0.003,56.23363395,95,97.67056457,0.493069609,56.26495276,52.77613366,100.9644716,22.36756625,,article,200_0.002,53.36919653,95,97.96568475,0.493069609,53.51294995,52.25764761,100.9644716,22.79420906,,improve,500_0.001,50.65003514,95,98.00671772,0.493069609,50.06823696,50.31953186,106.0993977,22.20346127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,9,base,1000_0.0015,60.6727727,95,94.53953388,0.501214697,64.06656516,61.19240275,111.1076751,17.53539407,,article,200_0.003,58.20336144,95,95.28892037,0.501214697,61.99140704,61.02846889,111.1076751,17.77157533,,improve,500_0.002,50.38650738,95,98.34350975,0.501214697,49.47340129,49.06089336,104.327316,18.78707942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird2,10,base,200_0.004,55.66048645,95,96.0526545,0.497245119,57.33311861,56.19090048,83.75804615,18.24450064,,article,1000_0.0035,54.32072304,95,96.47602339,0.497245119,54.79693527,55.73774721,83.75804615,20.03046188,,improve,1500_0.0025,50.36893886,95,98.19540526,0.497245119,49.50734075,49.27425034,84.06645942,18.85305648
